ReviewTitle,ReviewBody,ReviewStar,Product,Price,Brand,Model
"Great job Sennheiser!
","It's ankickass product. Superior quality great sound amazing noise reduction. Worth the price.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Value for money
","Everage
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Freaking awesome..
","Freaking awesome ........I was skeptical at first but first song alleviated all my concerns. Amazing sound quality. Though it's just first day....... keeping fingers crossed
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Average product but overpriced
","The cost is high but I didn't it worth after I bought it
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Poor bulit
","Poor bulit quality .. wires will get damaged easily
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good one for bass
","Bass lovers would love this. It has a good sound quality or I say best at its range. You cannot compare this with bose or beats, but this is far better than JBL, Sony, apple earphones (compared to this price band)
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"One side speaker is not working
","One side speaker is not working after 6montgs
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Wire quality bad
","Wire quality very bad
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Treble & Deep Fit.
","Absolute Frickin Kickers. There's literally nothing more you can ask for 16xx! Would definitely recommend to fellow walkers.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Nothing but the best earphones at this range can compete with higher ranges ...
","Nothing but the best earphones at this range can compete with higher ranges quite easily. Great Base comfortably fits extra ear fitting sizes provided with a cool leather pouch to carry it.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Excellent product , must go for it
","After repleshment  the product is good working nice and  sound quality is superbbbb
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Jack problem...
","Waste product...really disappointed with the product and service. Not a good clarity and Quality. If you buy for MOTOG hendset you r facing jack problem and u will damage your handset jack slot also.:(
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best
","Value for money
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"great
","excelent product.great sound quality
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Not compatible ear phones
","Mic is not working or it's not compatible with all the devices, where in its said universal compatibility ear phones.
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Five Stars
","Super
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"best to buy
","100% original product..best to buy.. excellent sound..more than apple headset..
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Five Stars
","Amazing sound quality and fits perfectly in ur ears
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Mixed reactions.
","Good sound quality but dissatisfied with the wires - thin and not tangle free.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Nice sound quality
","Good sound
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best in class
","Awesome sound. Best quality earphones i have owned. Lightweight, best in class noise isolation, and that beautiful pouch to carry them in.Reduced 1 star in the durability section, since the wires are so thin.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Cheap product wastage of money
","Bad sound quality it cracks in between
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Mostly headset gets damaged
","Skull candy and this senheiser are same thong
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Wonderful product & Delivered on Deepawali today that too 9.20 in the morning.
","Found Far better than Sony MDR-XB510AS & Sony costs almost double in price. One can feel the difference in track sound which one experience through normal ear phones. Frequency range of these earphone makes the all difference. Only thin wire gives the feel that these may be fragile to handle.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Overall Good one in the range
","Just wanted a good earpiece. Bass is not that good but overall the product is Good.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Very Good
","Product is good and worth for money
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Amazing sound quality but lacks durability
","Sound quality is amazing.the only issue is the matterial quality and durability
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","It's one of the best earphones but the cost is only bit high. Rest all are good
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Great build quality, low on bass, good sound details.
","Headphones are not bass heavy. A little too low for my liking. They seem good for vocals and watching videos. Not noise canceling but filters most sounds on the go. Details are good compared to similar priced earphones. Build quality is exceptional.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Brilliant
","Class tbh...expected to be good
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best Experience: Season of sennheiser
","i used this product for almost one yr it got damagei am very happy with thisneed to experience this again
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Great earphones
","These are the greates ear phones I have ever had, I wanted to keep my review short and sweet.Starting with the physical appearance, the wire is thin and they even are not too fragile. The grooves on both the pods are perfect and made well to adjust into the ear. They have a great sense of music, highly recommended for music freaks.Caution: You can't even hear 0.001% of outside noise,
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Most Durable earphones I ever used.
","It's been 3 years I'm using it still works excellent but everything has its life the connector gets loosened . Comes out of mobile while walking . Time to buy new one
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","Good but bass not effective
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best one
","Everything is fine no doubt.  Just listen your favorite song.  Best headphone under 2000
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good, genuine
","Good, genuine
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Awesome
","No words for the product.Audio quality is good but the wire is too thin and audio jack protector will get damaged soon.We have be careful with that while using.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Poor call quality. Very disappointing experience
","Call quality is very disappointing. Not expected such a poor quality from Brand like Sennheiser.
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sennheiser is best
","At this price its the best headset avialable on the market. I have been using it for 6 months its got finest sound and good noise cancellation at the price at which its avialable .
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Overall the earphones are pretty impressive. The only reason I am giving it ...
","Overall the earphones are pretty impressive.The only reason I am giving it 4 stars and not 5 is because of the wuality of the wire used.Looks kinda cheap.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Worth it!
","Superb voice clarity. It supports music player app too. Amazing bass and loudness.Amazon delivered it within 24 hours, amazing!You will find left /right label on inner side of the cable just below earpods.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"The Best
","This is the review am giving after using 2 years..S U P E R BBass & sound quality too good.. worth one
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Not good
","Very bad sound
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"A quality product
","The overall sound experience is very gud. This is completely balanced for Bass and terrible. You'll experience all the details. This is been six months i am using it. The best part is few days back it was having some issue so i went to sennheiser Service center and they replaced it immediately. I am very happy for their service. I do recommend to all if anybody love music they can go ahead with product, may be you'll say the price of this product  is a bit higher than other brands but i would say quality and service of this brand is best. A big thanks to Sennheiser.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best for the buck but lacks in built quality!
","Pros:Really good quality sound.Perfect balance of treble and bass.Value for money.Lightweight.Good for every genre of music.Cons:Really thin wire seems fragile I fear I might accidentally rip them with simple pull.Three button pad is big compared to the thin wire, it just looks ugly in my opinion.sometimes i hear distortion when i listen to hip hop.I mostly listen to all genres.These give better kicks when listened to rock.More dept when listened to edm.These are definitely better than the previous pair (RHA M390U) which I've owned. Enhances the sound quality. You need to have good quality mp3 files to get most out of this earphone. Gives me studio feel even when I'm in public. Earbuds are very comfortable in my ears. I could hear instruments which I've never heard before in  songs. Definitely best earphones I've owned. Feels like there's orgy in my ears when I listen to songs with these. It's like someone's pouring sweet syrup in my ears.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Four Stars
","Really nice product by sennheiser...But cost is high as compare to quality.But it give  2 year's warranty..
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Headphone
","Name of Sennheiser is enough.. best of the best
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"I have purchased it in November 2015. now one ...
","I have purchased it in November 2015.now one of the earphones is not working.its under 2year warranty.I need replacement for my earphones
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"both speakers are not wirking together
","both the speaker is not working at a time
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Owwsam one right choose to invest money
","I invest my money ð??· in a right thing
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Four Stars
","Not good for bass lovers but its a good product .... BUT YOY CAN FIND MORE EFFECTIVE ERFNS
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sound is not so good. May be with Audio FX it will be ...
","Sound is not so good. May be with Audio FX it will be better. But for my laptop its normal sound only. Giving money only because of MIC.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Fulfill the expectations
","Excellent sound quality and bass was good. Wire is not like worthy.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Go, get it!
","Material quality is good. Durability also good. Sound quality is not so good but its ok. Feels good on ear. Also it fits well in the ear. 4 years gone and its working like a charm.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sennheiser means great sound
","Really awesome headphones from Sennheiser....great sound and great noise isolation.Nothing can beat Sennheiser when it comes to sound.Thankyou amazon for great service and quick delivery
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Value for money product.
","Wish it could be an anti tangles earphone as it got tangled very easily but sound quality is just amazing.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Three Stars
","Not so good as compared to CX 213.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best Earphone I have ever bought!
","Must buy If your Budget is 1.5k
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Loved it.
","Price may be a little concern otherwise these are awesome. I have been using them from last 6 months still working as new. Quality thing.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"One Star
","Product Fake. Quality not match upto 100 RS Product
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Noise Cancellation is too bad
","It is Capturing all noises
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"good
","good value for cost
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sound is very nice.
","Worth it.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Must buy
","You can't get any better earphones under this price range.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Bit dissatisfied.
","This earphones doesn't keep the expectations.. The cx 180 has the best sound but this seems like a normal sound.. It doesn't have that rich clear sound like cx 180.. It's like they have reduced the quality of the sound only coz they have provided the mic. But overall it's decent.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Satisfied with the delivery and the product
","Satisfied with the delivery and the product. Tried on several mobiles and laptops with different equalizers, But sound quality is more of Treble based, not much bass effect. Overall its good, but not for bass lovers...
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good.. Subscribe quality is good..
","Sennheiser CX 275 S headphones.. awesome.. Subscribe quality is good.. But dont expect to best expect... it is ok.. thats it.CX180 also good... but no mike.. if you dont want mike go with cx180.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Not quantity over quality
","Sound quality is not good as per we are paying this much amount.Sound starts blushing after medium sound level.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"The sound is very good, though I am no pro with sounds
","The sound is very good, though I am no pro with sounds. I liked it more than my Samsung and Sony headsets. I use it with my Asus Zenfone 2. It can change tracks and take/drop calls. The wires are very thin, but you are not expected to do a tug-off-war with them. I registered these on the official web page and they are genuine pieces with a two year warranty. Peace of mind!
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Out of the box sound quality
","2 and half years and still sounds same as the first day.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","Good sound quality .... feels delicate
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"6/10
","The sound quality is good. Treble is awesome, but little disappointed with the bass. Voice clarity and mic is really good.But i would recommend everyone to buy CX street 180 if they are no looking for an earphone with mic.Overall: 6/10
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Not worth it.
","In this price segment there r other brands which offer better sound and quality compared to these earphones.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Top notch in mid range budget
","Sound quality is world-class
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Four Stars
","good product...the microphone doesn't work sometimes..bt altogether a good product
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"The Leader of wired headphones.
","Sennheiser CX 275 are the best wired headphones available. The concentration is more on the quality of midrange output rather than ear deafening bass. One can put on these and listen for hours without any fatigue. Bass heavy headphones cause ear fatigue. The quality of sound gives you the opportunity to listen to those notes in your fav songs which you may have never been able to listen on a regular cheap bass heavy headphones.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Don't buy for bass
","Don't buy if you like bass heavy stuff. Really disappointed by the bass. IOtherwise very comfortable, has a premium feel to it
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Super headphone with excellent noise cancellation
","Super headphone with excellent noise cancellation.Love to hear music with this, excellent travel friend of mine.Superb sound quality
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sennheiser - Unmatched sound clarity
","I have been using these earphones for almost 2years now, sound quality is unmatched for the price, very clear, very comfortable to wear long hours & do not hurt the ears, noise cancellation would depend on the volume that you would listen to music, best part is even at high volumes the music is still very clear, would recommend these to anyone who want to buy wired earphones.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Average.... better for clear sound
","Less better than Sony Xb 45
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Four Stars
","Best brand, good earphones
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Not value for money
","Not value for money. Overpriced.If you are looking for Bass and balanced sound don't go for this product.Trebles are on a high giving you a headache.
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Beast
","Just need to maintain the material quality and durability
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good sound quality
","They are nice good sound quality needs few improvements in sound output
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Bad sound quality from one ear piece
","Bad sound quality from one ear piece, other one not working. Was delayed in returning the product back to Amazon now have to deal with manufacturer :(
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","Overall Nice Product
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best earphones
","Best earphones. Good quality, clear and loud sound.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Original and best ear phone at best price range
","Best ear phone in best price range I bought on Amazon , I loved it. Deliver original products which I verified from website.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","Very thin
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Five Stars
","Excellent...superb clarity with good bass...overall awesome with 2 yr warranty
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Very good
","Product delivered as described. very good sound effect
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Amazon delivery was fantastic. As far as the product is concerned
","As usual, Amazon delivery was fantastic. As far as the product is concerned, I'm giving it a 4 star rating because it lacks Volume buttons.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Nice product
","Nice to hear the sound quality and its worth for the money. Fitted in the ears as well and its smooth.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Comfort at it's best
","Sound quality is really soothing. It's crystal clear. It's not bass heavy, so it's really comfortable to listen for a long period of time.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","sounds quality good.but too costly.If you want in less money go for soundmagic it's value for money.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Senheiser ear phones best-VFM
","Good ear phones.  Bass and treble are good.  It has three additional ear buds and pouch.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Amazing !
","amazing product liked it
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good
","Excellent for the price range
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good buy within budget
","It's a great product with a decent sound quality within budget. Only downside is the thin wires. I hope they do not malfunction anytime sooner.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"and not a bad decision.
","Worth the money. Moved from Sony to Sennheiser, and not a bad decision.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Its sennheiser so our expection is far better
","Material and sound quality is ok
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Great sound quality by Sennheiser
","Amazing product. after using for 4 months, i can say that it has a great sound quality and best balanced bass and it's super light and doesn't feel heavy for longer use but gives you a slight ear pain but, that's manageable. Build quality is okay, u can exchange for the 2 years warranty by Sennheiser. Over all, I'm happy to own this earphones.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Love.
","Fabulous. These handsfree are sound boosters. Loved the noise cancellation.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Excellent headset for the price. Total value for money.
","Excellent product. Didn't know what I was missing in my previous headphones until I tried these. Totally worth the money.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Disappointed
","Not upto mark, disappointed with bass level
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Worst product
","Not a gud quality as I expected.I think it is not worthful to buy this product
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Supreme quality and sound
","the ear buds fit well, complete noise cancelation, perfect high, lows and mids. (buzz with ac/dc, led zeppelin, edm, trance, and oh dubstep, rock, metal, bass etc.. it delivers the punch everytime)  no burn in time required  (tweak your equalizer for custom sound of how you like it)  bass point on. mic picks up sound so well and the clarity of the sound other person hears is beyond any inbox mic headphones I've used.  cord is a bit thin kinda like audio technica thin, but it'll last long it seems.  the pouch /carry bag is superb. verify authenticity online and get the best part of 2yrs warranty.highly recommended for people with headphones dying every six months or so.  a good investment (2k is worth it. as 2yrs warranty)
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Barely audible!
","After have used Sennheiser CX 180 for several years I decided to upgrade to Sennheiser CX 275 S. Big mistake. There's barely audible sound from both sides of the headphone. I have tried it with multiple devices but the problem persists. Regular troubleshooting methods have failed too. Avoid!
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good sound, worried about the cable durability
","Sound is very goodThe cable looks and feel very thin, afraid it might break soon
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Earphone
","Very nice product
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Great Headphones ! Loving the Music
","Pros :One of the best Ear Headpones in this range.The sound quality is excellent.IF i compare it with Senneiser CX 180 i fell Senneiser CX 275 S have a crisp and clear sound.Bass is also good. you can hear music for hours without any headache.All in all it's is one of the best Ear Headphones in this Price RangeCons  :Build quality is okay . Must be handle with care.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Aewsome earpiece
","Using it for last two weeks and there is no problem at all. This is the best buy in this price range. Although, i bought it for 1299 in sale but actual price is also worth the buy.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good headphones
","I have been using  it and I must say it is really good.  Very good in noise isolation.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"good to buy
","The sound quality is upto reputation the bass is good...but the headphone built quality is very fragile not sure till when it will be fine thats why going with 4 stars....no disappointment in it's true purpose...
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Simply Great ð??
","Simply Great ð??... Total noise cancellation, you can hear lower nodes even while travelling in public transport.Chords are thin but not flimsy like JBL T100A In Ear Earphone.Bass lovers please avoid cx275 s Universal headphones, you might feel disappointment.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best headphone
","Bought these headphones in September 2016. the photos i uploaded are from august 2018.i am writing this review after using these headphones for 2 yearsð???ð???.I am a kind of rough user and still this lasted for more than 2 years.and today it broke becuase of my mistake...or else maybe it would have worked for atleast a year.Pros-Best headphone in a price rangeBest music outputBest voice qualityBest for receiving callsUsed them even in moderate rain(dont do it)
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best in the ~1.5K range.
","Extremely satisfied and happy!The passive noise isolation is also amazing.One ear stopped working after a year but Sennheiser warranty replaced it without any questions.Just go for this one cause you possibly can't get one as good as this I'm the price range!
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Awesome ear phone
","It's already more than a year, I never had problem with these ear phone, still working as expected.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"one of the best
","Don't think , Don't wander just go for it.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"excellent
","excellent product..
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Great and compatible with one plus 5
","Best ear phones, compatible with one plus 5. Great music experience
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best in the price range.
","Good quality earphones with flexible listening range. Can be used for music, movies, online videos etc. Been using the samr model from Sennheiser for many years. They have made these more sturdy now. Good purchase. Recommended for anyone looking for a good set of earphones for daily use.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Need to be proper take care becoz of wire. ...
","Need to be proper take care becoz of wire .wire is not thi as u can see in pics. Sound is awesome
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Three Stars
","Not recommend it. Try the cheap one not worth of this price.
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Stopped working
","It stopped working within 2 months of buying
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Five Stars
","niÃ§e
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Need better head phone with clearer sound quality & better noise cancellation
","Probably need a better head phones
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good quality Earphones for Android phones
","Good quality earphones, only problem is angular design of Aux pin. If you have a cover on your phone, it keeps popping out.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"perfect in ever
","This is my essential aftr air water food clothes n makeupClarity bass ....perfect in ever dpt
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Awesome earphone ! ! !
","Finally i have found the best earphone! Price is little than other earphones but you can afford it to enjoy a great quality product.If u r a true bass lover, u ll love this product for sure!
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Definitely NO!!!!
","The wires came apart in jus a week's time. Total waste of money. JBL is way better
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Worst earphone under 2k
","Very very poor build quality... No bass.. Very average sound.. Not at all worth the amount..
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Go for it
","Meets expectations, no complaints apart from thin wires. As of now no issues faced with wires but need to be careful when travelling in public transport.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Goob but needed add on quality
","Wire is very thin not sure how long it will work.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Five Stars
","One of the best earphones purchased. One of the beat earphones at this price.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Just Awesome. only suggestion is the cable can be flat ...
","Just Awesome.only suggestion is the cable can be flat so they wont tangled but worth compromise.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Very nice
","Very nice
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Five Stars
","Very good product
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"brilliant product
","My friend has suggested me this so I bought it.Awesome.Very good quality of sound . I have never felt pain even listening songs for more than 8-9 hours...thanks to these little buds they are so comfortable for my ears. It's worth it.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Fabulous...
","Its very awesome I'm using 6 months....bass nd clarity was good... I'm suggested poweramp (android)application using these earphones...
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"... search i finally ordered this product which was simply amazing. i loved it a lot and will surely ...
","After a lot of search i finally ordered this product which was simply amazing. i loved it a lot and will surely recommend it to anybody who wants hear a good quality of music.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Awesome Headphone
","It's a very nice headphone. Sound quality is very good... Also, grub it on Sale with very cheap Price...
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Decent pair of headphones
","Decent pair of headphones
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good product
","Working well and good one to have for day to day usage
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Great product
","Very good for this price
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Four Stars
","Sound quality is nice but built quality is not good enough.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best ever headphones under rs 2000
","Another fast delivery by amazon.. Best in class headphones.. senheiser pouch is great.. nice bass and treable level.. Really it is the beast under 2k...sound is clear and crisp...
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Nice product!
","Nice product!
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"... work with laptop and the quality of product is nice but the quality of sound is not up to ...
","these ear phones doesn't work with laptop and the quality of product is nice but the quality of sound is not up to the mark for quoted price. product is returned
",3,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Amazing Sound
","The mids and highs are very clear and bass is decent in short the songs doesn't appear muddy as I can distinguish the mids hugs and lows that's the best thing about em but one thing I don't like is the quality idk it appears quite basic but still can't say about it as it's working fine till now just appears cheap.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
